"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"SEC61A2","P61619","","SEC61 translocon subunit alpha 2(SEC61A2)","Homo sapiens"
"SEMA4C","Q9C0C4","","semaphorin 4C(SEMA4C)","Homo sapiens"
"SERPINB3","P29508","","serpin family B member 3(SERPINB3)","Homo sapiens"
"SERPINB4","P48594","","serpin family B member 4(SERPINB4)","Homo sapiens"
"SH3BGRL","O75368","","SH3 domain binding glutamate rich protein like(SH3BGRL)","Homo sapiens"
"SHMT2","P34897","","serine hydroxymethyltransferase 2(SHMT2)","Homo sapiens"
"SIGIRR","Q6IA17","","single Ig and TIR domain containing(SIGIRR)","Homo sapiens"
"SIRT5","Q9NXA8","","sirtuin 5(SIRT5)","Homo sapiens"
"SLC12A2","P55011","","solute carrier family 12 member 2(SLC12A2)","Homo sapiens"
"SLC4A2","P04920","","solute carrier family 4 member 2(SLC4A2)","Homo sapiens"
"SMAD1","Q15797","","SMAD family member 1(SMAD1)","Homo sapiens"
"SMAD5","Q99717","","SMAD family member 5(SMAD5)","Homo sapiens"
"SMARCAD1","Q9H4L7","","SNF2 related chromatin remodeling ATPase with DExD box 1(SMARCAD1)","Homo sapiens"
"SMYD2","Q9NRG4","","SET and MYND domain containing 2(SMYD2)","Homo sapiens"
"SMYD5","Q6GMV2","","SMYD family member 5(SMYD5)","Homo sapiens"
"SNRNP70","P08621","","small nuclear ribonucleoprotein U1 subunit 70(SNRNP70)","Homo sapiens"
"SNRPC","P09234","","small nuclear ribonucleoprotein polypeptide C(SNRPC)","Homo sapiens"
"SNX9","Q9Y5X1","","sorting nexin 9(SNX9)","Homo sapiens"
"SORBS2","O94875","","sorbin and SH3 domain containing 2(SORBS2)","Homo sapiens"
"SPATS2L","Q9NUQ6","","spermatogenesis associated serine rich 2 like(SPATS2L)","Homo sapiens"
"SPECC1L","Q69YQ0","","sperm antigen with calponin homology and coiled-coil domains 1 like(SPECC1L)","Homo sapiens"
"SPRYD4","Q8WW59","","SPRY domain containing 4(SPRYD4)","Homo sapiens"
"STING1","Q86WV6","","stimulator of interferon response cGAMP interactor 1(STING1)","Homo sapiens"
"STK17B","O94768","","serine/threonine kinase 17b(STK17B)","Homo sapiens"
"STK36","Q9NRP7","","serine/threonine kinase 36(STK36)","Homo sapiens"
"STOM","P27105","","stomatin(STOM)","Homo sapiens"
"SURF1","Q15526","","SURF1 cytochrome c oxidase assembly factor(SURF1)","Homo sapiens"
"SURF6","O75683","","surfeit 6(SURF6)","Homo sapiens"
"SYK","P43405","","spleen associated tyrosine kinase(SYK)","Homo sapiens"
"SYNGR2","O43760","","synaptogyrin 2(SYNGR2)","Homo sapiens"
"TAF3","Q5VWG9","","TATA-box binding protein associated factor 3(TAF3)","Homo sapiens"
"TBX2","Q13207","","T-box transcription factor 2(TBX2)","Homo sapiens"
"TBX3","O15119","","T-box transcription factor 3(TBX3)","Homo sapiens"
"TC2N","Q8N9U0","","tandem C2 domains, nuclear(TC2N)","Homo sapiens"
"TFAP2A","P05549","","transcription factor AP-2 alpha(TFAP2A)","Homo sapiens"
"TIMMDC1","Q9NPL8","","translocase of inner mitochondrial membrane domain containing 1(TIMMDC1)","Homo sapiens"
"TLE2","Q04725","","TLE family member 2, transcriptional corepressor(TLE2)","Homo sapiens"
"TLK2","Q86UE8","","tousled like kinase 2(TLK2)","Homo sapiens"
"TM9SF1","O15321","","transmembrane 9 superfamily member 1(TM9SF1)","Homo sapiens"
"TMEM102","Q8N9M5","","transmembrane protein 102(TMEM102)","Homo sapiens"
"TMEM14C","Q9P0S9","","transmembrane protein 14C(TMEM14C)","Homo sapiens"
"TMEM209","Q96SK2","","transmembrane protein 209(TMEM209)","Homo sapiens"
"TMEM263","Q8WUH6","","transmembrane protein 263(TMEM263)","Homo sapiens"
"TOP3A","Q13472","","DNA topoisomerase III alpha(TOP3A)","Homo sapiens"
"TOPBP1","Q92547","","DNA topoisomerase II binding protein 1(TOPBP1)","Homo sapiens"
"TOR1B","O14657","","torsin family 1 member B(TOR1B)","Homo sapiens"
"TOR3A","Q9H497","","torsin family 3 member A(TOR3A)","Homo sapiens"
"TP53BP2","Q13625","","tumor protein p53 binding protein 2(TP53BP2)","Homo sapiens"
"TPM1","P09493","","tropomyosin 1(TPM1)","Homo sapiens"
"TPM2","P07951","","tropomyosin 2(TPM2)","Homo sapiens"
"TPM3","P06753,P09493","","tropomyosin 3(TPM3)","Homo sapiens"
"TRAF5","O00463","","TNF receptor associated factor 5(TRAF5)","Homo sapiens"
"TRAF6","Q9Y4K3","","TNF receptor associated factor 6(TRAF6)","Homo sapiens"
"TRIM16","O95361","","tripartite motif containing 16(TRIM16)","Homo sapiens"
"TRIM16L","Q309B1","","tripartite motif containing 16 like (pseudogene)(TRIM16L)","Homo sapiens"
"TST","Q16762","","thiosulfate sulfurtransferase(TST)","Homo sapiens"
"TTC13","Q8NBP0","","tetratricopeptide repeat domain 13(TTC13)","Homo sapiens"
"TUT7","Q5VYS8","","terminal uridylyl transferase 7(TUT7)","Homo sapiens"
"TWF2","Q6IBS0","","twinfilin actin binding protein 2(TWF2)","Homo sapiens"
"TYSND1","Q2T9J0","","trypsin like peroxisomal matrix peptidase 1(TYSND1)","Homo sapiens"
"U2AF1","Q01081","","U2 small nuclear RNA auxiliary factor 1(U2AF1)","Homo sapiens"
"UNG","P13051","","uracil DNA glycosylase(UNG)","Homo sapiens"
"USP1","O94782","","ubiquitin specific peptidase 1(USP1)","Homo sapiens"
"USP13","Q92995","","ubiquitin specific peptidase 13(USP13)","Homo sapiens"
"VDAC2","P16435","","voltage dependent anion channel 2(VDAC2)","Homo sapiens"
"VPS37A","Q8NEZ2","","VPS37A subunit of ESCRT-I(VPS37A)","Homo sapiens"
"WBP4","O75554","","WW domain binding protein 4(WBP4)","Homo sapiens"
"WDR59","Q6PJI9","","WD repeat domain 59(WDR59)","Homo sapiens"
"WDR6","Q9NNW5","","WD repeat domain 6(WDR6)","Homo sapiens"
"YARS2","Q9Y2Z4","","tyrosyl-tRNA synthetase 2(YARS2)","Homo sapiens"
"YOD1","Q5VVQ6","","YOD1 deubiquitinase(YOD1)","Homo sapiens"
"ZC3H7A","Q8IWR0","","zinc finger CCCH-type containing 7A(ZC3H7A)","Homo sapiens"
"ZC3HAV1L","Q96H79","","ZC3HAV1 like(ZC3HAV1L)","Homo sapiens"
"ZEB1","P37275","","zinc finger E-box binding homeobox 1(ZEB1)","Homo sapiens"
"ZFAND6","Q6FIF0","","zinc finger AN1-type containing 6(ZFAND6)","Homo sapiens"
"ZFPL1","O95159","","zinc finger protein like 1(ZFPL1)","Homo sapiens"
"ZNF207","O43670","","zinc finger protein 207(ZNF207)","Homo sapiens"
"ZNF282","Q9UDV7","","zinc finger protein 282(ZNF282)","Homo sapiens"

