"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"UBE3B","Q7Z3V4","","ubiquitin protein ligase E3B(UBE3B)","Homo sapiens"
"UBOX5","O94941","","U-box domain containing 5(UBOX5)","Homo sapiens"
"UBXN7","O94888","","UBX domain protein 7(UBXN7)","Homo sapiens"
"UFC1","Q9Y3C8","","ubiquitin-fold modifier conjugating enzyme 1(UFC1)","Homo sapiens"
"UFSP2","Q9NUQ7","","UFM1 specific peptidase 2(UFSP2)","Homo sapiens"
"UMPS","P11172","","uridine monophosphate synthetase(UMPS)","Homo sapiens"
"UPP1","Q16831","","uridine phosphorylase 1(UPP1)","Homo sapiens"
"UQCR10","Q9UDW1","","ubiquinol-cytochrome c reductase, complex III subunit X(UQCR10)","Homo sapiens"
"UQCRFS1","P47985","","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1(UQCRFS1)","Homo sapiens"
"USP22","Q9UPT9","","ubiquitin specific peptidase 22(USP22)","Homo sapiens"
"USP37","Q86T82","","ubiquitin specific peptidase 37(USP37)","Homo sapiens"
"USP47","Q96K76","","ubiquitin specific peptidase 47(USP47)","Homo sapiens"
"UXS1","Q8NBZ7","","UDP-glucuronate decarboxylase 1(UXS1)","Homo sapiens"
"VAMP7","P51809","","vesicle associated membrane protein 7(VAMP7)","Homo sapiens"
"VCL","P18206","","vinculin(VCL)","Homo sapiens"
"VDAC1","P21796","","voltage dependent anion channel 1(VDAC1)","Homo sapiens"
"VIM","P08670","","vimentin(VIM)","Homo sapiens"
"VPS13B","Q7Z7G8","","vacuolar protein sorting 13 homolog B(VPS13B)","Homo sapiens"
"WAC","Q9BTA9","","WW domain containing adaptor with coiled-coil(WAC)","Homo sapiens"
"WASF2","Q9Y6W5","","WASP family member 2(WASF2)","Homo sapiens"
"WASH3P","C4AMC7","","WASP family homolog 3, pseudogene(WASH3P)","Homo sapiens"
"WASH4P","A8MWX3","","WASP family homolog 4, pseudogene(WASH4P)","Homo sapiens"
"WASH6P","Q9NQA3","","WASP family homolog 6, pseudogene(WASH6P)","Homo sapiens"
"WASHC1","A8K0Z3,Q6VEQ5","","WASH complex subunit 1(WASHC1)","Homo sapiens"
"WASHC2A","Q641Q2","","WASH complex subunit 2A(WASHC2A)","Homo sapiens"
"WASHC2C","Q9Y4E1,Q641Q2","","WASH complex subunit 2C(WASHC2C)","Homo sapiens"
"WDR35","Q9P2L0","","WD repeat domain 35(WDR35)","Homo sapiens"
"WDR45","Q9Y484","","WD repeat domain 45(WDR45)","Homo sapiens"
"WDR7","Q9Y4E6","","WD repeat domain 7(WDR7)","Homo sapiens"
"WEE1","P30291","","WEE1 G2 checkpoint kinase(WEE1)","Homo sapiens"
"WIPI2","Q9Y4P8","","WD repeat domain, phosphoinositide interacting 2(WIPI2)","Homo sapiens"
"WIZ","O95785","","WIZ zinc finger(WIZ)","Homo sapiens"
"XPNPEP1","Q9NQW7","","X-prolyl aminopeptidase 1(XPNPEP1)","Homo sapiens"
"XPO4","Q9C0E2","","exportin 4(XPO4)","Homo sapiens"
"YEATS2","Q9ULM3","","YEATS domain containing 2(YEATS2)","Homo sapiens"
"YIPF6","Q96EC8","","Yip1 domain family member 6(YIPF6)","Homo sapiens"
"YKT6","O15498","","YKT6 v-SNARE homolog(YKT6)","Homo sapiens"
"YWHAB","P31946","","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta(YWHAB)","Homo sapiens"
"ZBTB11","O95625","","zinc finger and BTB domain containing 11(ZBTB11)","Homo sapiens"
"ZBTB40","Q9NUA8","","zinc finger and BTB domain containing 40(ZBTB40)","Homo sapiens"
"ZBTB44","Q8NCP5","","zinc finger and BTB domain containing 44(ZBTB44)","Homo sapiens"
"ZC3H14","Q6PJT7","","zinc finger CCCH-type containing 14(ZC3H14)","Homo sapiens"
"ZDHHC21","Q8IVQ6","","zinc finger DHHC-type palmitoyltransferase 21(ZDHHC21)","Homo sapiens"
"ZDHHC5","Q9C0B5","","zinc finger DHHC-type palmitoyltransferase 5(ZDHHC5)","Homo sapiens"
"ZFP91","Q96JP5","","ZFP91 zinc finger protein, atypical E3 ubiquitin ligase(ZFP91)","Homo sapiens"
"ZKSCAN1","P17029","","zinc finger with KRAB and SCAN domains 1(ZKSCAN1)","Homo sapiens"
"ZMIZ2","Q8NF64","","zinc finger MIZ-type containing 2(ZMIZ2)","Homo sapiens"
"ZMPSTE24","O75844","","zinc metallopeptidase STE24(ZMPSTE24)","Homo sapiens"
"ZMYM2","Q9UBW7","","zinc finger MYM-type containing 2(ZMYM2)","Homo sapiens"
"ZMYM4","Q5VZL5","","zinc finger MYM-type containing 4(ZMYM4)","Homo sapiens"
"ZMYM6","O95789","","zinc finger MYM-type containing 6(ZMYM6)","Homo sapiens"
"ZMYND8","Q9ULU4","","zinc finger MYND-type containing 8(ZMYND8)","Homo sapiens"
"ZNF148","Q9UQR1","","zinc finger protein 148(ZNF148)","Homo sapiens"
"ZNF184","Q99676","","zinc finger protein 184(ZNF184)","Homo sapiens"
"ZNF185","O15231","","zinc finger protein 185 with LIM domain(ZNF185)","Homo sapiens"
"ZNF189","O75820","","zinc finger protein 189(ZNF189)","Homo sapiens"
"ZNF217","O75362","","zinc finger protein 217(ZNF217)","Homo sapiens"
"ZNF281","Q9Y2X9","","zinc finger protein 281(ZNF281)","Homo sapiens"
"ZNF384","Q8TF68","","zinc finger protein 384(ZNF384)","Homo sapiens"
"ZNF451","Q9Y4E5","","zinc finger protein 451(ZNF451)","Homo sapiens"
"ZNF592","Q92610","","zinc finger protein 592(ZNF592)","Homo sapiens"
"ZNF687","Q8N1G0","","zinc finger protein 687(ZNF687)","Homo sapiens"
"ZPR1","O75312","","ZPR1 zinc finger(ZPR1)","Homo sapiens"

